Mod:Item:MetaData, Localized Name
gregtech:gt.meta.ingotTriple:13005, oredict.ingotTripleChemicalY3.name
gregtech:gt.meta.ingotTriple:13006, oredict.ingotTripleChemicalY4.name
gregtech:gt.meta.ingotTriple:13007, oredict.ingotTripleChemicalY5.name
gregtech:gt.meta.ingotTriple:13008, oredict.ingotTripleChemicalY6.name
gregtech:gt.meta.ingotTriple:13009, oredict.ingotTripleChemicalY7.name
gregtech:gt.meta.ingotTriple:13010, oredict.ingotTripleChemicalY8.name
gregtech:gt.meta.ingotTriple:13011, oredict.ingotTripleChemicalY9.name
gregtech:gt.meta.ingotTriple:13012, oredict.ingotTripleChemicalY10.name
gregtech:gt.meta.ingotQuadruple:30, oredict.ingotQuadrupleLithium.name
gregtech:gt.meta.ingotQuadruple:31, oredict.ingotQuadrupleLithium6.name
gregtech:gt.meta.ingotQuadruple:40, oredict.ingotQuadrupleBeryllium.name
gregtech:gt.meta.ingotQuadruple:50, oredict.ingotQuadrupleBoron.name
gregtech:gt.meta.ingotQuadruple:110, oredict.ingotQuadrupleSodium.name
gregtech:gt.meta.ingotQuadruple:120, oredict.ingotQuadrupleMagnesium.name
gregtech:gt.meta.ingotQuadruple:130, oredict.ingotQuadrupleAluminium.name
gregtech:gt.meta.ingotQuadruple:140, oredict.ingotQuadrupleSilicon.name
gregtech:gt.meta.ingotQuadruple:190, oredict.ingotQuadruplePotassium.name
gregtech:gt.meta.ingotQuadruple:200, oredict.ingotQuadrupleCalcium.name
gregtech:gt.meta.ingotQuadruple:220, oredict.ingotQuadrupleTitanium.name
gregtech:gt.meta.ingotQuadruple:230, oredict.ingotQuadrupleVanadium.name
gregtech:gt.meta.ingotQuadruple:240, oredict.ingotQuadrupleChromium.name
gregtech:gt.meta.ingotQuadruple:250, oredict.ingotQuadrupleManganese.name
gregtech:gt.meta.ingotQuadruple:260, oredict.ingotQuadrupleIron.name
gregtech:gt.meta.ingotQuadruple:270, oredict.ingotQuadrupleCobalt.name
gregtech:gt.meta.ingotQuadruple:278, oredict.ingotQuadrupleCobalt60.name
gregtech:gt.meta.ingotQuadruple:280, oredict.ingotQuadrupleNickel.name
gregtech:gt.meta.ingotQuadruple:290, oredict.ingotQuadrupleCopper.name
gregtech:gt.meta.ingotQuadruple:300, oredict.ingotQuadrupleZinc.name
gregtech:gt.meta.ingotQuadruple:310, oredict.ingotQuadrupleGallium.name
gregtech:gt.meta.ingotQuadruple:320, oredict.ingotQuadrupleGermanium.name
gregtech:gt.meta.ingotQuadruple:330, oredict.ingotQuadrupleArsenic.name
gregtech:gt.meta.ingotQuadruple:370, oredict.ingotQuadrupleRubidium.name
gregtech:gt.meta.ingotQuadruple:380, oredict.ingotQuadrupleStrontium.name
gregtech:gt.meta.ingotQuadruple:390, oredict.ingotQuadrupleYttrium.name
gregtech:gt.meta.ingotQuadruple:400, oredict.ingotQuadrupleZirconium.name
gregtech:gt.meta.ingotQuadruple:410, oredict.ingotQuadrupleNiobium.name
gregtech:gt.meta.ingotQuadruple:420, oredict.ingotQuadrupleMolybdenum.name
gregtech:gt.meta.ingotQuadruple:430, oredict.ingotQuadrupleTechnetium.name
gregtech:gt.meta.ingotQuadruple:440, oredict.ingotQuadrupleRuthenium.name
gregtech:gt.meta.ingotQuadruple:450, oredict.ingotQuadrupleRhodium.name
gregtech:gt.meta.ingotQuadruple:460, oredict.ingotQuadruplePalladium.name
gregtech:gt.meta.ingotQuadruple:470, oredict.ingotQuadrupleSilver.name
gregtech:gt.meta.ingotQuadruple:480, oredict.ingotQuadrupleCadmium.name
gregtech:gt.meta.ingotQuadruple:490, oredict.ingotQuadrupleIndium.name
gregtech:gt.meta.ingotQuadruple:500, oredict.ingotQuadrupleTin.name
gregtech:gt.meta.ingotQuadruple:510, oredict.ingotQuadrupleAntimony.name
gregtech:gt.meta.ingotQuadruple:580, oredict.ingotQuadrupleCerium.name
gregtech:gt.meta.ingotQuadruple:600, oredict.ingotQuadrupleNeodymium.name
gregtech:gt.meta.ingotQuadruple:720, oredict.ingotQuadrupleHafnium.name
gregtech:gt.meta.ingotQuadruple:730, oredict.ingotQuadrupleTantalum.name
gregtech:gt.meta.ingotQuadruple:740, oredict.ingotQuadrupleTungsten.name
gregtech:gt.meta.ingotQuadruple:750, oredict.ingotQuadrupleRhenium.name
gregtech:gt.meta.ingotQuadruple:760, oredict.ingotQuadrupleOsmiumElemental.name
gregtech:gt.meta.ingotQuadruple:770, oredict.ingotQuadrupleIridium.name
gregtech:gt.meta.ingotQuadruple:780, oredict.ingotQuadruplePlatinum.name
gregtech:gt.meta.ingotQuadruple:790, oredict.ingotQuadrupleGold.name
gregtech:gt.meta.ingotQuadruple:800, oredict.ingotQuadrupleMercury.name
gregtech:gt.meta.ingotQuadruple:820, oredict.ingotQuadrupleLead.name
gregtech:gt.meta.ingotQuadruple:830, oredict.ingotQuadrupleBismuth.name
gregtech:gt.meta.ingotQuadruple:850, oredict.ingotQuadrupleAstatine.name
gregtech:gt.meta.ingotQuadruple:880, oredict.ingotQuadrupleRadium.name
gregtech:gt.meta.ingotQuadruple:900, oredict.ingotQuadrupleThorium.name
gregtech:gt.meta.ingotQuadruple:920, oredict.ingotQuadrupleUranium.name
gregtech:gt.meta.ingotQuadruple:921, oredict.ingotQuadrupleUranium235.name
gregtech:gt.meta.ingotQuadruple:940, oredict.ingotQuadruplePlutonium.name
gregtech:gt.meta.ingotQuadruple:943, oredict.ingotQuadruplePlutonium241.name
gregtech:gt.meta.ingotQuadruple:945, oredict.ingotQuadruplePlutonium243.name
gregtech:gt.meta.ingotQuadruple:950, oredict.ingotQuadrupleAmericium.name
gregtech:gt.meta.ingotQuadruple:951, oredict.ingotQuadrupleAmericium241.name
gregtech:gt.meta.ingotQuadruple:1260, oredict.ingotQuadrupleTrinium.name
gregtech:gt.meta.ingotQuadruple:1740, oredict.ingotQuadrupleNaquadah.name
gregtech:gt.meta.ingotQuadruple:1741, oredict.ingotQuadrupleNaquadahEnriched.name
gregtech:gt.meta.ingotQuadruple:1742, oredict.ingotQuadrupleNaquadria.name
gregtech:gt.meta.ingotQuadruple:2220, oredict.ingotQuadrupleAdamantium.name
gregtech:gt.meta.ingotQuadruple:8003, oredict.ingotQuadrupleCarborundum.name
gregtech:gt.meta.ingotQuadruple:8005, oredict.ingotQuadrupleFerrite.name
gregtech:gt.meta.ingotQuadruple:8217, oredict.ingotQuadrupleRubber.name
gregtech:gt.meta.ingotQuadruple:8218, oredict.ingotQuadruplePlastic.name
gregtech:gt.meta.ingotQuadruple:8360, oredict.ingotQuadruplePeat.name
gregtech:gt.meta.ingotQuadruple:8361, oredict.ingotQuadruplePeatBituminous.name
gregtech:gt.meta.ingotQuadruple:8600, oredict.ingotQuadrupleElectrum.name
gregtech:gt.meta.ingotQuadruple:8601, oredict.ingotQuadrupleSterlingSilver.name
gregtech:gt.meta.ingotQuadruple:8602, oredict.ingotQuadrupleRoseGold.name
gregtech:gt.meta.ingotQuadruple:8603, oredict.ingotQuadrupleAngmallen.name
gregtech:gt.meta.ingotQuadruple:8604, oredict.ingotQuadrupleGoldInductive.name
gregtech:gt.meta.ingotQuadruple:8605, oredict.ingotQuadrupleCdInAgAlloy.name
gregtech:gt.meta.ingotQuadruple:8606, oredict.ingotQuadrupleGildedIron.name
gregtech:gt.meta.ingotQuadruple:8610, oredict.ingotQuadrupleBronze.name
gregtech:gt.meta.ingotQuadruple:8611, oredict.ingotQuadrupleBlackBronze.name
gregtech:gt.meta.ingotQuadruple:8612, oredict.ingotQuadrupleBismuthBronze.name
gregtech:gt.meta.ingotQuadruple:8613, oredict.ingotQuadrupleHepatizon.name
gregtech:gt.meta.ingotQuadruple:8620, oredict.ingotQuadrupleBrass.name
gregtech:gt.meta.ingotQuadruple:8621, oredict.ingotQuadrupleCobaltBrass.name
gregtech:gt.meta.ingotQuadruple:8622, oredict.ingotQuadrupleAluminiumAlloy.name
gregtech:gt.meta.ingotQuadruple:8630, oredict.ingotQuadrupleSteel.name
gregtech:gt.meta.ingotQuadruple:8631, oredict.ingotQuadrupleBlackSteel.name
gregtech:gt.meta.ingotQuadruple:8632, oredict.ingotQuadrupleRedSteel.name
gregtech:gt.meta.ingotQuadruple:8633, oredict.ingotQuadrupleBlueSteel.name
gregtech:gt.meta.ingotQuadruple:8634, oredict.ingotQuadrupleDamascusSteel.name
gregtech:gt.meta.ingotQuadruple:8635, oredict.ingotQuadrupleTungstensteel.name
gregtech:gt.meta.ingotQuadruple:8636, oredict.ingotQuadrupleStainlessSteel.name
gregtech:gt.meta.ingotQuadruple:8637, oredict.ingotQuadrupleHSLASteel.name
gregtech:gt.meta.ingotQuadruple:8638, oredict.ingotQuadrupleTungstenCarbide.name
gregtech:gt.meta.ingotQuadruple:8639, oredict.ingotQuadrupleHSLASpringSteel.name
gregtech:gt.meta.ingotQuadruple:8640, oredict.ingotQuadrupleAnnealedCopper.name
gregtech:gt.meta.ingotQuadruple:8641, oredict.ingotQuadrupleDeepIron.name
gregtech:gt.meta.ingotQuadruple:8642, oredict.ingotQuadruplePigIron.name
gregtech:gt.meta.ingotQuadruple:8643, oredict.ingotQuadrupleWroughtIron.name
gregtech:gt.meta.ingotQuadruple:8644, oredict.ingotQuadrupleIronCompressed.name
gregtech:gt.meta.ingotQuadruple:8645, oredict.ingotQuadrupleIronMagnetic.name
gregtech:gt.meta.ingotQuadruple:8646, oredict.ingotQuadrupleSteelMagnetic.name
gregtech:gt.meta.ingotQuadruple:8647, oredict.ingotQuadrupleNeodymiumMagnetic.name
gregtech:gt.meta.ingotQuadruple:8648, oredict.ingotQuadrupleDarkIron.name
gregtech:gt.meta.ingotQuadruple:8649, oredict.ingotQuadrupleMeteoricIron.name
gregtech:gt.meta.ingotQuadruple:8650, oredict.ingotQuadrupleMeteoricSteel.name
gregtech:gt.meta.ingotQuadruple:8651, oredict.ingotQuadrupleSteelGalvanized.name
gregtech:gt.meta.ingotQuadruple:8652, oredict.ingotQuadrupleTungstenSintered.name
gregtech:gt.meta.ingotQuadruple:8653, oredict.ingotQuadrupleVanadiumSteel.name
gregtech:gt.meta.ingotQuadruple:8654, oredict.ingotQuadrupleTitaniumGold.name
gregtech:gt.meta.ingotQuadruple:8657, oredict.ingotQuadruplePurpleAlloy.name
gregtech:gt.meta.ingotQuadruple:8658, oredict.ingotQuadrupleElectrotineAlloy.name
gregtech:gt.meta.ingotQuadruple:8659, oredict.ingotQuadrupleBlueAlloy.name
gregtech:gt.meta.ingotQuadruple:8660, oredict.ingotQuadrupleRedAlloy.name
gregtech:gt.meta.ingotQuadruple:8661, oredict.ingotQuadrupleInvar.name
gregtech:gt.meta.ingotQuadruple:8662, oredict.ingotQuadrupleConstantan.name
gregtech:gt.meta.ingotQuadruple:8663, oredict.ingotQuadrupleNichrome.name
gregtech:gt.meta.ingotQuadruple:8664, oredict.ingotQuadrupleKanthal.name
gregtech:gt.meta.ingotQuadruple:8665, oredict.ingotQuadrupleMagnalium.name
gregtech:gt.meta.ingotQuadruple:8666, oredict.ingotQuadrupleUltimet.name
gregtech:gt.meta.ingotQuadruple:8667, oredict.ingotQuadrupleTinAlloy.name
gregtech:gt.meta.ingotQuadruple:8668, oredict.ingotQuadrupleBatteryAlloy.name
gregtech:gt.meta.ingotQuadruple:8669, oredict.ingotQuadrupleSolderingAlloy.name
gregtech:gt.meta.ingotQuadruple:8670, oredict.ingotQuadrupleShadowIron.name
gregtech:gt.meta.ingotQuadruple:8672, oredict.ingotQuadrupleIronWood.name
gregtech:gt.meta.ingotQuadruple:8673, oredict.ingotQuadrupleSteeleaf.name
gregtech:gt.meta.ingotQuadruple:8674, oredict.ingotQuadrupleKnightmetal.name
gregtech:gt.meta.ingotQuadruple:8675, oredict.ingotQuadrupleFierySteel.name
gregtech:gt.meta.ingotQuadruple:8676, oredict.ingotQuadrupleAstralSilver.name
gregtech:gt.meta.ingotQuadruple:8677, oredict.ingotQuadrupleMidasium.name
gregtech:gt.meta.ingotQuadruple:8678, oredict.ingotQuadrupleMithril.name
gregtech:gt.meta.ingotQuadruple:8679, oredict.ingotQuadrupleThaumium.name
gregtech:gt.meta.ingotQuadruple:8681, oredict.ingotQuadrupleVoidMetal.name
gregtech:gt.meta.ingotQuadruple:8682, oredict.ingotQuadrupleOsmiridium.name
gregtech:gt.meta.ingotQuadruple:8683, oredict.ingotQuadrupleSunnarium.name
gregtech:gt.meta.ingotQuadruple:8684, oredict.ingotQuadrupleTrinaquadalloy.name
gregtech:gt.meta.ingotQuadruple:8685, oredict.ingotQuadrupleChromiumDioxide.name
gregtech:gt.meta.ingotQuadruple:8686, oredict.ingotQuadrupleVanadiumGallium.name
gregtech:gt.meta.ingotQuadruple:8687, oredict.ingotQuadrupleYttriumBariumCuprate.name
gregtech:gt.meta.ingotQuadruple:8688, oredict.ingotQuadrupleNiobiumNitride.name
gregtech:gt.meta.ingotQuadruple:8689, oredict.ingotQuadrupleNiobiumTitanium.name
gregtech:gt.meta.ingotQuadruple:8700, oredict.ingotQuadrupleAluminiumBrass.name
gregtech:gt.meta.ingotQuadruple:8702, oredict.ingotQuadrupleAlumite.name
gregtech:gt.meta.ingotQuadruple:8708, oredict.ingotQuadrupleSignalum.name
gregtech:gt.meta.ingotQuadruple:8709, oredict.ingotQuadrupleLumium.name
gregtech:gt.meta.ingotQuadruple:8710, oredict.ingotQuadrupleEnderium.name
gregtech:gt.meta.ingotQuadruple:8711, oredict.ingotQuadrupleElectrumFlux.name
gregtech:gt.meta.ingotQuadruple:8718, oredict.ingotQuadrupleBedrockHSLAAlloy.name
gregtech:gt.meta.ingotQuadruple:8719, oredict.ingotQuadrupleOsmium.name
gregtech:gt.meta.ingotQuadruple:8725, oredict.ingotQuadruplePulsatingIron.name
gregtech:gt.meta.ingotQuadruple:8726, oredict.ingotQuadrupleVibrantAlloy.name
gregtech:gt.meta.ingotQuadruple:8727, oredict.ingotQuadrupleConductiveIron.name
gregtech:gt.meta.ingotQuadruple:8728, oredict.ingotQuadrupleEnergeticAlloy.name
gregtech:gt.meta.ingotQuadruple:8729, oredict.ingotQuadrupleEnderiumBase.name
gregtech:gt.meta.ingotQuadruple:8730, oredict.ingotQuadrupleElectricalSteel.name
gregtech:gt.meta.ingotQuadruple:8731, oredict.ingotQuadrupleObsidianSteel.name
gregtech:gt.meta.ingotQuadruple:8732, oredict.ingotQuadrupleSoularium.name
gregtech:gt.meta.ingotQuadruple:8733, oredict.ingotQuadrupleRedstoneAlloy.name
gregtech:gt.meta.ingotQuadruple:8734, oredict.ingotQuadrupleSpectreIron.name
gregtech:gt.meta.ingotQuadruple:8735, oredict.ingotQuadrupleGaiaSpirit.name
gregtech:gt.meta.ingotQuadruple:8736, oredict.ingotQuadrupleEndium.name
gregtech:gt.meta.ingotQuadruple:8738, oredict.ingotQuadrupleTeslatineAlloy.name
gregtech:gt.meta.ingotQuadruple:8750, oredict.ingotQuadrupleDesh.name
gregtech:gt.meta.ingotQuadruple:8751, oredict.ingotQuadrupleDuranium.name
gregtech:gt.meta.ingotQuadruple:8752, oredict.ingotQuadrupleTritanium.name
gregtech:gt.meta.ingotQuadruple:8754, oredict.ingotQuadrupleOriharukon.name
gregtech:gt.meta.ingotQuadruple:8755, oredict.ingotQuadrupleAdamantite.name
gregtech:gt.meta.ingotQuadruple:8756, oredict.ingotQuadrupleDuralumin.name
gregtech:gt.meta.ingotQuadruple:8758, oredict.ingotQuadrupleFrozenIron.name
gregtech:gt.meta.ingotQuadruple:8760, oredict.ingotQuadrupleAlduorite.name
gregtech:gt.meta.ingotQuadruple:8761, oredict.ingotQuadrupleInfuscolium.name
gregtech:gt.meta.ingotQuadruple:8762, oredict.ingotQuadrupleRubracium.name
gregtech:gt.meta.ingotQuadruple:8763, oredict.ingotQuadrupleMeutoite.name
gregtech:gt.meta.ingotQuadruple:8764, oredict.ingotQuadrupleLemurite.name
gregtech:gt.meta.ingotQuadruple:8765, oredict.ingotQuadrupleCeruclase.name
gregtech:gt.meta.ingotQuadruple:8766, oredict.ingotQuadrupleAtlarus.name
gregtech:gt.meta.ingotQuadruple:8767, oredict.ingotQuadrupleOureclase.name
gregtech:gt.meta.ingotQuadruple:8768, oredict.ingotQuadrupleKalendrite.name
gregtech:gt.meta.ingotQuadruple:8769, oredict.ingotQuadrupleOrichalcum.name
gregtech:gt.meta.ingotQuadruple:8770, oredict.ingotQuadrupleCarmot.name
gregtech:gt.meta.ingotQuadruple:8771, oredict.ingotQuadrupleSanguinite.name
gregtech:gt.meta.ingotQuadruple:8772, oredict.ingotQuadrupleVyroxeres.name
gregtech:gt.meta.ingotQuadruple:8773, oredict.ingotQuadrupleEximite.name
gregtech:gt.meta.ingotQuadruple:8774, oredict.ingotQuadruplePrometheum.name
gregtech:gt.meta.ingotQuadruple:8775, oredict.ingotQuadrupleIgnatius.name
gregtech:gt.meta.ingotQuadruple:8776, oredict.ingotQuadrupleVulcanite.name
gregtech:gt.meta.ingotQuadruple:8784, oredict.ingotQuadrupleAdamantine.name
gregtech:gt.meta.ingotQuadruple:8790, oredict.ingotQuadrupleTrinitanium.name
gregtech:gt.meta.ingotQuadruple:8791, oredict.ingotQuadrupleDraconium.name
gregtech:gt.meta.ingotQuadruple:8792, oredict.ingotQuadrupleDraconiumAwakened.name
gregtech:gt.meta.ingotQuadruple:8793, oredict.ingotQuadrupleTitaniumIridium.name
gregtech:gt.meta.ingotQuadruple:8794, oredict.ingotQuadrupleTitaniumAluminide.name
gregtech:gt.meta.ingotQuadruple:8795, oredict.ingotQuadrupleBedrockium.name
gregtech:gt.meta.ingotQuadruple:13003, oredict.ingotQuadrupleChemicalY1.name
gregtech:gt.meta.ingotQuadruple:13004, oredict.ingotQuadrupleChemicalY2.name
gregtech:gt.meta.ingotQuadruple:13005, oredict.ingotQuadrupleChemicalY3.name
gregtech:gt.meta.ingotQuadruple:13006, oredict.ingotQuadrupleChemicalY4.name
gregtech:gt.meta.ingotQuadruple:13007, oredict.ingotQuadrupleChemicalY5.name
gregtech:gt.meta.ingotQuadruple:13008, oredict.ingotQuadrupleChemicalY6.name
gregtech:gt.meta.ingotQuadruple:13009, oredict.ingotQuadrupleChemicalY7.name
gregtech:gt.meta.ingotQuadruple:13010, oredict.ingotQuadrupleChemicalY8.name
gregtech:gt.meta.ingotQuadruple:13011, oredict.ingotQuadrupleChemicalY9.name
gregtech:gt.meta.ingotQuadruple:13012, oredict.ingotQuadrupleChemicalY10.name
gregtech:gt.meta.ingotQuintuple:30, oredict.ingotQuintupleLithium.name
gregtech:gt.meta.ingotQuintuple:31, oredict.ingotQuintupleLithium6.name
gregtech:gt.meta.ingotQuintuple:40, oredict.ingotQuintupleBeryllium.name
gregtech:gt.meta.ingotQuintuple:50, oredict.ingotQuintupleBoron.name
gregtech:gt.meta.ingotQuintuple:110, oredict.ingotQuintupleSodium.name
gregtech:gt.meta.ingotQuintuple:120, oredict.ingotQuintupleMagnesium.name
gregtech:gt.meta.ingotQuintuple:130, oredict.ingotQuintupleAluminium.name
gregtech:gt.meta.ingotQuintuple:140, oredict.ingotQuintupleSilicon.name
gregtech:gt.meta.ingotQuintuple:190, oredict.ingotQuintuplePotassium.name
gregtech:gt.meta.ingotQuintuple:200, oredict.ingotQuintupleCalcium.name
gregtech:gt.meta.ingotQuintuple:220, oredict.ingotQuintupleTitanium.name
gregtech:gt.meta.ingotQuintuple:230, oredict.ingotQuintupleVanadium.name
gregtech:gt.meta.ingotQuintuple:240, oredict.ingotQuintupleChromium.name
gregtech:gt.meta.ingotQuintuple:250, oredict.ingotQuintupleManganese.name
gregtech:gt.meta.ingotQuintuple:260, oredict.ingotQuintupleIron.name
gregtech:gt.meta.ingotQuintuple:270, oredict.ingotQuintupleCobalt.name
gregtech:gt.meta.ingotQuintuple:278, oredict.ingotQuintupleCobalt60.name
gregtech:gt.meta.ingotQuintuple:280, oredict.ingotQuintupleNickel.name
gregtech:gt.meta.ingotQuintuple:290, oredict.ingotQuintupleCopper.name
gregtech:gt.meta.ingotQuintuple:300, oredict.ingotQuintupleZinc.name
gregtech:gt.meta.ingotQuintuple:310, oredict.ingotQuintupleGallium.name
gregtech:gt.meta.ingotQuintuple:320, oredict.ingotQuintupleGermanium.name
gregtech:gt.meta.ingotQuintuple:330, oredict.ingotQuintupleArsenic.name
gregtech:gt.meta.ingotQuintuple:370, oredict.ingotQuintupleRubidium.name
gregtech:gt.meta.ingotQuintuple:380, oredict.ingotQuintupleStrontium.name
gregtech:gt.meta.ingotQuintuple:390, oredict.ingotQuintupleYttrium.name
gregtech:gt.meta.ingotQuintuple:400, oredict.ingotQuintupleZirconium.name
gregtech:gt.meta.ingotQuintuple:410, oredict.ingotQuintupleNiobium.name
gregtech:gt.meta.ingotQuintuple:420, oredict.ingotQuintupleMolybdenum.name
gregtech:gt.meta.ingotQuintuple:430, oredict.ingotQuintupleTechnetium.name
gregtech:gt.meta.ingotQuintuple:440, oredict.ingotQuintupleRuthenium.name
gregtech:gt.meta.ingotQuintuple:450, oredict.ingotQuintupleRhodium.name
gregtech:gt.meta.ingotQuintuple:460, oredict.ingotQuintuplePalladium.name
gregtech:gt.meta.ingotQuintuple:470, oredict.ingotQuintupleSilver.name
gregtech:gt.meta.ingotQuintuple:480, oredict.ingotQuintupleCadmium.name
gregtech:gt.meta.ingotQuintuple:490, oredict.ingotQuintupleIndium.name
gregtech:gt.meta.ingotQuintuple:500, oredict.ingotQuintupleTin.name
gregtech:gt.meta.ingotQuintuple:510, oredict.ingotQuintupleAntimony.name
gregtech:gt.meta.ingotQuintuple:580, oredict.ingotQuintupleCerium.name
gregtech:gt.meta.ingotQuintuple:600, oredict.ingotQuintupleNeodymium.name
gregtech:gt.meta.ingotQuintuple:720, oredict.ingotQuintupleHafnium.name
gregtech:gt.meta.ingotQuintuple:730, oredict.ingotQuintupleTantalum.name
gregtech:gt.meta.ingotQuintuple:740, oredict.ingotQuintupleTungsten.name
gregtech:gt.meta.ingotQuintuple:750, oredict.ingotQuintupleRhenium.name
gregtech:gt.meta.ingotQuintuple:760, oredict.ingotQuintupleOsmiumElemental.name
gregtech:gt.meta.ingotQuintuple:770, oredict.ingotQuintupleIridium.name
gregtech:gt.meta.ingotQuintuple:780, oredict.ingotQuintuplePlatinum.name
gregtech:gt.meta.ingotQuintuple:790, oredict.ingotQuintupleGold.name
gregtech:gt.meta.ingotQuintuple:800, oredict.ingotQuintupleMercury.name
gregtech:gt.meta.ingotQuintuple:820, oredict.ingotQuintupleLead.name
gregtech:gt.meta.ingotQuintuple:830, oredict.ingotQuintupleBismuth.name
gregtech:gt.meta.ingotQuintuple:850, oredict.ingotQuintupleAstatine.name
gregtech:gt.meta.ingotQuintuple:880, oredict.ingotQuintupleRadium.name
gregtech:gt.meta.ingotQuintuple:900, oredict.ingotQuintupleThorium.name
gregtech:gt.meta.ingotQuintuple:920, oredict.ingotQuintupleUranium.name
gregtech:gt.meta.ingotQuintuple:921, oredict.ingotQuintupleUranium235.name
gregtech:gt.meta.ingotQuintuple:940, oredict.ingotQuintuplePlutonium.name
gregtech:gt.meta.ingotQuintuple:943, oredict.ingotQuintuplePlutonium241.name
gregtech:gt.meta.ingotQuintuple:945, oredict.ingotQuintuplePlutonium243.name
gregtech:gt.meta.ingotQuintuple:950, oredict.ingotQuintupleAmericium.name
gregtech:gt.meta.ingotQuintuple:951, oredict.ingotQuintupleAmericium241.name
gregtech:gt.meta.ingotQuintuple:1260, oredict.ingotQuintupleTrinium.name
gregtech:gt.meta.ingotQuintuple:1740, oredict.ingotQuintupleNaquadah.name
gregtech:gt.meta.ingotQuintuple:1741, oredict.ingotQuintupleNaquadahEnriched.name
gregtech:gt.meta.ingotQuintuple:1742, oredict.ingotQuintupleNaquadria.name
gregtech:gt.meta.ingotQuintuple:2220, oredict.ingotQuintupleAdamantium.name
gregtech:gt.meta.ingotQuintuple:8003, oredict.ingotQuintupleCarborundum.name
gregtech:gt.meta.ingotQuintuple:8005, oredict.ingotQuintupleFerrite.name
gregtech:gt.meta.ingotQuintuple:8217, oredict.ingotQuintupleRubber.name
gregtech:gt.meta.ingotQuintuple:8218, oredict.ingotQuintuplePlastic.name
gregtech:gt.meta.ingotQuintuple:8360, oredict.ingotQuintuplePeat.name
gregtech:gt.meta.ingotQuintuple:8361, oredict.ingotQuintuplePeatBituminous.name
gregtech:gt.meta.ingotQuintuple:8600, oredict.ingotQuintupleElectrum.name
gregtech:gt.meta.ingotQuintuple:8601, oredict.ingotQuintupleSterlingSilver.name
gregtech:gt.meta.ingotQuintuple:8602, oredict.ingotQuintupleRoseGold.name
gregtech:gt.meta.ingotQuintuple:8603, oredict.ingotQuintupleAngmallen.name
gregtech:gt.meta.ingotQuintuple:8604, oredict.ingotQuintupleGoldInductive.name
gregtech:gt.meta.ingotQuintuple:8605, oredict.ingotQuintupleCdInAgAlloy.name
gregtech:gt.meta.ingotQuintuple:8606, oredict.ingotQuintupleGildedIron.name
gregtech:gt.meta.ingotQuintuple:8610, oredict.ingotQuintupleBronze.name
gregtech:gt.meta.ingotQuintuple:8611, oredict.ingotQuintupleBlackBronze.name
gregtech:gt.meta.ingotQuintuple:8612, oredict.ingotQuintupleBismuthBronze.name
gregtech:gt.meta.ingotQuintuple:8613, oredict.ingotQuintupleHepatizon.name
gregtech:gt.meta.ingotQuintuple:8620, oredict.ingotQuintupleBrass.name
gregtech:gt.meta.ingotQuintuple:8621, oredict.ingotQuintupleCobaltBrass.name
gregtech:gt.meta.ingotQuintuple:8622, oredict.ingotQuintupleAluminiumAlloy.name
gregtech:gt.meta.ingotQuintuple:8630, oredict.ingotQuintupleSteel.name
gregtech:gt.meta.ingotQuintuple:8631, oredict.ingotQuintupleBlackSteel.name
gregtech:gt.meta.ingotQuintuple:8632, oredict.ingotQuintupleRedSteel.name
gregtech:gt.meta.ingotQuintuple:8633, oredict.ingotQuintupleBlueSteel.name
gregtech:gt.meta.ingotQuintuple:8634, oredict.ingotQuintupleDamascusSteel.name
gregtech:gt.meta.ingotQuintuple:8635, oredict.ingotQuintupleTungstensteel.name
gregtech:gt.meta.ingotQuintuple:8636, oredict.ingotQuintupleStainlessSteel.name
gregtech:gt.meta.ingotQuintuple:8637, oredict.ingotQuintupleHSLASteel.name
gregtech:gt.meta.ingotQuintuple:8638, oredict.ingotQuintupleTungstenCarbide.name
gregtech:gt.meta.ingotQuintuple:8639, oredict.ingotQuintupleHSLASpringSteel.name
gregtech:gt.meta.ingotQuintuple:8640, oredict.ingotQuintupleAnnealedCopper.name
gregtech:gt.meta.ingotQuintuple:8641, oredict.ingotQuintupleDeepIron.name
gregtech:gt.meta.ingotQuintuple:8642, oredict.ingotQuintuplePigIron.name
gregtech:gt.meta.ingotQuintuple:8643, oredict.ingotQuintupleWroughtIron.name
gregtech:gt.meta.ingotQuintuple:8644, oredict.ingotQuintupleIronCompressed.name
gregtech:gt.meta.ingotQuintuple:8645, oredict.ingotQuintupleIronMagnetic.name
gregtech:gt.meta.ingotQuintuple:8646, oredict.ingotQuintupleSteelMagnetic.name
gregtech:gt.meta.ingotQuintuple:8647, oredict.ingotQuintupleNeodymiumMagnetic.name
gregtech:gt.meta.ingotQuintuple:8648, oredict.ingotQuintupleDarkIron.name
gregtech:gt.meta.ingotQuintuple:8649, oredict.ingotQuintupleMeteoricIron.name
gregtech:gt.meta.ingotQuintuple:8650, oredict.ingotQuintupleMeteoricSteel.name
gregtech:gt.meta.ingotQuintuple:8651, oredict.ingotQuintupleSteelGalvanized.name
gregtech:gt.meta.ingotQuintuple:8652, oredict.ingotQuintupleTungstenSintered.name
gregtech:gt.meta.ingotQuintuple:8653, oredict.ingotQuintupleVanadiumSteel.name
